 	1A2	1B3	MCV6	MCV8	BIV1-	BIV1+
Rfx8	-1.753005548	-1.225755779	-1.106636438	-1.014248853	-1.713886089	-1.054517198
Rfxank	-0.244037447	-0.280226873	-0.090119075	-0.066362695	-0.187394806	-0.004736783
Rfxap	0.680435617	0.777696975	0.724568475	0.938255786	0.332832724	0.815697185
Rhox4b	-0.421960477	-1.020738035	-1.577899639	-2.101065373	-1.523282191	-1.61420768
Rhox6	-1.597738235	-1.483915964	-0.621749682	-0.475026774	0.356278699	-0.633268646
Rhox9	-0.451474134	-0.324056721	-0.519654933	-0.642926934	-0.262698908	-1.201377608
Ripk3	0.800691067	1.149523589	-0.439993057	1.006390243	0.240702691	0.867294537
Rlim	0.645089417	0.748178798	0.385012921	0.545095937	0.789615601	0.565335997
Rnf138	0.753811554	0.773439417	0.505266336	0.776770961	1.222641669	0.698188723
Rnf14	0.963306609	0.934492944	0.357959909	0.806939511	0.743131224	0.656556698
Rnf2	0.647031878	0.527516828	0.261881456	0.478561499	0.415787458	0.284822324
Rnf20	-0.037916062	0.030039609	0.312879405	0.261881179	0.169749602	0.152156874
Rnf4	1.818175408	1.870835228	1.51337172	1.727594284	1.637638623	1.597193073
Rora	-0.436670174	-0.511257971	-0.015789813	0.211550487	-0.466217082	-0.125057413
Rorb	-1.430675949	-1.633636494	-1.9771554	-1.999590162	-1.425844776	-1.421532045
Rorc	-0.543455179	-0.381221445	0.144175301	0.140985318	-1.60848259	0.077443889
Rreb1	-0.099669362	-0.102931372	0.240702148	0.121875038	0.060034702	0.147367119
Rsf1	0.369890019	0.291749501	0.791766718	0.811308746	0.724570109	0.883457224
Rsl1	-0.665608019	-1.020738035	-0.673265594	-0.525077575	-0.959231939	-1.076700991
Runx1	-0.213238862	-0.23448632	-0.093290108	0.218012321	-0.140985785	0.145771284
Runx2	-0.260338018	-0.435302713	-0.133017031	-0.438255217	-0.770399969	-0.400354143
Runx3	-0.658737999	-0.598726721	-1.043612321	-1.225958238	-1.137596037	-0.892796607
Ruvbl1	2.000281954	2.103570121	1.915189223	1.834043803	1.90554536	1.443374236
Rxra	0.052145621	0.137961182	-0.304602613	0.270057669	-0.469737243	-0.109160268
Rxrb	1.632255813	1.648618088	1.63763493	1.533334736	1.461351089	1.602813562
Rxrg	-0.735102649	-0.753402084	-0.224483435	-0.688166435	-0.369763317	-0.743132212
Sall1	0.733039657	0.758645791	0.156949532	0.50705865	0.902212683	0.213166103
Sall2	-0.580397376	-0.482676895	-0.096462071	-0.099634892	0.589552919	-0.565335997
Sall3	-0.518029184	-0.72543149	-0.218012551	-0.639055347	-0.521462149	-0.289757015
Sall4	0.048982693	0.373588424	-0.43825568	0.785318047	1.945250884	-0.110748686
Sap130	0.886087222	0.886836739	0.928527567	1.046324929	1.14967798	1.137597549
Sap18	0.785589741	0.744014671	0.980629893	0.726617748	0.914097083	0.890454541
Sap30	2.161850618	2.214442516	2.472366728	2.334362781	2.289639788	2.334373614
Sap30bp	0.637343538	0.375282775	0.7163983	0.460946023	0.271696	0.327832979
Sart3	1.027841932	1.230757797	1.093686202	0.967987307	1.152724587	0.716400868
Satb1	-0.489370826	-0.376978193	-0.189001281	-0.379919339	-0.176159689	-0.045804616
Satb2	-0.263606238	-0.378674684	-0.166546791	-0.407199857	-0.809124892	-0.230964484
Scai	-0.284919541	-0.257290002	-0.321177514	-0.218012321	-0.30791151	0.053708945
Scand1	1.802149223	1.772905823	2.011195882	1.674550083	1.421530155	1.77833063
Scmh1	-0.208394942	-0.114061644	-0.19704312	0.101221725	-0.306256989	0.104396637
Scrt1	-0.692405246	-0.553087546	-1.239378128	-0.849089805	-1.057260559	-0.702215852
Scrt2	-0.512624228	-0.520273881	-0.724568475	-0.690164739	-0.674255916	-0.766169141
Scx	-1.336864285	-1.092132253	-0.505266336	-0.72456771	-0.749374812	-0.516049732
Sebox	-0.358083373	-0.524797533	-0.612214597	-0.702212593	-0.8004168	-0.559794202
Sertad1	1.035873707	1.044855341	1.291789184	1.70047902	1.438949235	2.087177638
Sertad2	1.134989958	1.089284434	0.902210648	1.060009737	1.102301798	1.281030923
Setd1a	0.047401413	0.090226414	-0.006315706	-0.237453262	0.06794537	0.153754223
Setd4	-0.053727277	-0.169951403	0.064780478	-0.079027245	-0.034743166	-0.11551562
Setd8	0.283275616	0.393992415	0.69818622	0.483874746	0.424404224	0.407201747
Setdb1	0.895449076	0.927211927	0.508853654	0.975553681	0.92611095	0.448701473
Setdb2	0.478727066	0.457108729	0.349559774	0.145770608	0.532334198	0.050546841
Sf1	1.707732317	1.540255759	1.299047701	1.232640009	1.36369845	1.3100692
Sfpi1	-0.205168359	-0.324056721	-0.427858702	-0.44695535	-0.412349342	-0.486538708
Shox2	-1.480318085	-1.574367409	-1.291789184	-1.165014703	-0.806942182	-1.317502289
Siah1a	0.660697705	0.79055431	0.704231132	0.895139387	0.640992072	0.957987941
Siah2	-0.184245551	-0.110880199	-1.134598623	-0.36469769	-0.27333416	-0.200264087
Sim1	-1.01459975	-0.806810268	-1.29540998	-1.896063709	-1.602811431	-1.966304381
Sim2	-1.435045459	-1.574367409	-1.131613835	-1.246169891	-1.229296388	-1.39617882
Sin3a	0.491150109	0.500492824	0.909325987	0.757742461	1.05177889	0.631343436
Sin3b	1.285040629	1.254514256	1.0011863	1.134597425	1.0738979	1.216041846
Sirt1	0.710546668	0.656357858	1.016883308	1.019522629	1.868613787	0.835624271
Six1	-0.304707674	-0.156336406	-0.847962428	-0.505265802	-0.439125194	-0.849093745
Six2	-0.295623893	-0.269560191	-0.729699271	-1.057257059	-0.697182769	-1.0103165
Six3	-0.785589741	-0.630167973	-0.720477424	-0.674253683	-0.86271664	-0.532334906
Six4	-0.33294677	-0.229615874	-0.678216162	-0.462701111	0.512448635	-0.612216792
Six5	0.082223706	-0.002371197	0.136203372	0.273333255	-0.359643739	-0.003157849
Six6	-2.178146316	-1.776661616	-1.882161727	-1.631691302	-1.359737829	-1.628749216
Ski	1.523804151	1.525093095	1.128639014	1.113910049	1.229296388	1.392038921
Skil	1.162326866	1.075174569	1.071102162	1.099418124	1.465919729	1.503615261
Skor1	-1.575734639	-1.077979558	-0.736914578	-0.712330213	-0.789615601	-0.846838261
Slc26a3	-1.935701253	-1.651658745	-1.966297333	-2.073659254	-2.10107233	-2.358599528
Smad1	0.781307643	0.784109608	0.757743262	1.016882234	0.820096379	1.113915218
Smad2	0.822584199	0.727483973	0.787464547	0.970503307	0.967990512	0.813502909
Smad3	0.263606238	0.414560044	-0.039483078	0.276611753	0.139391399	0.126648788
Smad4	1.956338994	1.87984263	2.115379613	1.966295256	1.614205534	2.130142445
Smad5	0.482268957	0.522082072	0.556107141	0.690164739	0.383314964	0.806943255
Smad6	-0.413350004	-0.045859008	0.489202095	0.862713783	0.557949987	1.47515114
Smad7	0.421098043	0.412839551	-0.219629413	-0.327831458	0.457441576	0.131424836
Smad9	-0.792039806	-1.225755779	-0.631341173	-0.221246611	-0.885783704	0.009473672
Smarca1	-2.094790994	-1.483915964	-1.340241812	-1.720697224	0.598958725	-1.855396184
Smarca2	0.921605262	1.002378788	0.950543613	1.49398654	-0.374837162	1.186965247
Smarca4	1.575734639	1.861975574	2.334365246	2.087167952	2.047723024	2.211816015
Smarca5	1.065907772	1.160227517	0.897492159	0.94807389	1.113913737	0.892796607
Smarcad1	1.105569629	1.072377925	1.049047412	1.082324592	1.518310185	0.78746737
Smarcal1	0.007897385	-0.106110103	0.221246844	0.028424257	-0.00157892	-0.063198579
Smarcb1	0.678450086	0.677039408	0.650699649	0.61602131	0.623664825	0.519656795
Smarcc1	0.783446912	1.015457972	1.190142556	0.923694543	1.099421764	0.706254309
Smarcc2	0.405626485	0.355019232	0.895140332	0.583932289	0.077443786	0.73691722
Smarcd1	-0.273427819	-0.192445477	0.026844773	-0.128239885	0.117105016	-0.066363003
Smarcd2	1.108468934	1.1065048	1.177487068	0.835620394	0.668332846	0.820097469
Smarcd3	-0.030014221	-0.002371197	-0.468855606	-0.074276673	0.478563084	-0.03000398
Smarce1	0.708519579	0.634020644	1.006391306	0.844583122	0.885783704	0.652651087
Smyd1	-0.589754932	-0.620576476	-0.490980764	-0.460946023	-0.965480567	-0.654602655
Snai1	-0.060055274	-0.269560191	-0.492760975	0.189001082	-0.245580395	-0.291403463
Snai2	0.110786488	0.017389632	-0.201874264	-0.945610889	0.460947549	0.214781288
Snai3	-0.216470892	-0.063273626	-0.682188517	-0.420952408	-0.371453544	-0.417508898
Snapc2	1.471022803	1.46766244	1.371680895	1.447818794	1.209490942	1.277475816
Snapc4	0.239972495	0.224750812	0.296346469	0.147366435	0.150559709	0.083779975
Snd1	-0.077470323	-0.060106073	0.109159877	0.026844745	-0.058453032	0.036323123
Snw1	0.960807801	0.879859673	1.161926106	1.299046329	1.171231555	1.222643295
Sohlh2	-0.413350004	-0.406827295	-1.864166916	-1.13759227	-0.541442109	-0.691168123
Sox10	-0.25217943	-0.126799181	-0.980629893	-0.811308746	-0.844585918	-0.840097289
Sox11	0.074302371	0.177974652	1.140598475	0.674253683	0.853616486	-0.774646575
Sox12	-0.187459018	-0.069610651	0.189001281	0.022106589	0.214781003	-0.209937381
Sox13	1.077068496	0.91997923	1.503609871	1.030155469	0.200263821	0.826727597
Sox14	-0.08143135	-0.002371197	-0.676233963	-0.975553681	-1.55654997	-1.044971969
Sox15	-0.665608019	-0.406827295	0.346206592	0.216396026	0.10280915	-0.620795886
Sox17	-1.206648835	-0.938151895	-1.625807721	-1.484500069	-0.429589287	-1.273936653
Sox18	-0.778105367	-0.575293194	-0.521460973	-0.1266482	-0.513348118	-0.169749827
Sox2	-0.719704678	-0.208571217	-1.945246498	-0.950542609	2.194284497	-2.080376186
Sox21	0.165003106	0.098165195	-0.386712846	-0.297995763	-0.198653437	-0.349561027
Sox3	-0.591632576	-0.60345231	-0.692166511	-0.69216578	-0.180971957	-0.926112181
Sox30	-2.372056076	-2.443782896	-1.700480816	-1.966295256	-1.421530155	-1.628749216
Sox4	0.33294677	0.419728843	0.284821303	0.190608462	0.443472774	-0.071110886
Sox5	-1.011972419	-0.908029392	-1.242767557	-1.006390243	-1.16501856	-1.340246617
Sox6	-1.219752172	-1.393691948	-1.379754135	-1.183790053	-1.076699559	-0.414068344
Sox7	-1.372154002	-1.483915964	-0.909325987	-1.180632121	-0.77252103	-1.591622191
Sox8	-1.814125419	-1.225755779	-1.700480816	-1.734573839	-1.151199958	-1.548723147
Sox9	-0.893101341	-0.78625425	-0.152156328	-1.177485824	-0.933383321	-1.040909941
Sp1	1.565010721	1.57167862	1.597187348	1.649692094	1.674555627	1.548723147
Sp100	-0.867590566	-0.370202898	-1.011623499	-0.621749026	-0.850221965	-0.316197186
Sp110	-0.485816855	-0.355019232	-1.229293616	-0.940701877	-1.096550748	-0.598959521
Sp2	0.429736488	0.27858382	-0.34453145	-0.349559405	-0.044224047	-0.024475712
Sp3	1.638199767	1.736641681	0.755645807	1.295408612	1.009006253	1.158851397
Sp4	-0.869886494	-0.7111477	-0.171351079	-0.213165113	-0.093290318	-0.206710828
Sp5	-0.537977916	-0.660275575	-0.548759378	-0.489201578	0.629419708	-0.711318508
Sp6	-0.109197527	-0.083879462	-0.408915133	-0.336169648	-0.402063752	-0.354598152
Sp7	-0.2701511	-0.575293194	-1.040906209	-0.878812012	-1.06693007	-0.729701886
Sp8	-2.372056076	-2.863538267	-1.425841561	-1.538421756	-0.390968405	-0.22448424
Spdef	-0.766430654	-0.575293194	-0.483875257	-0.815693399	-1.359737829	-1.137597549
Spen	0.983516011	0.91997923	0.978089178	0.772518472	0.583934223	0.831167777
Spib	-1.533865219	-1.225755779	-1.277471237	-1.30637337	-1.04497058	-0.928530895
Spic	-1.471022803	-1.574367409	-1.400337571	-1.263407121	-1.158849856	-1.102303263
Spz1	-1.647224745	-1.776661616	-1.080915399	-1.249587919	-1.506040402	-1.377732406
Sra1	2.023772272	1.917470358	1.988249737	2.073659254	1.925021879	2.177403114
Srebf1	1.771407438	1.827910107	2.087170156	1.713880415	1.434553902	1.484506957
Srebf2	1.299495756	1.330367142	1.099419285	1.340240397	1.19014524	1.421532045
Srf	0.720725924	0.762855663	0.464458104	0.552428978	0.722523079	0.700200879
Srsf2	2.11610923	2.089656133	1.748791757	1.720697224	1.756037244	1.523284216
Sry	-0.648976762	-0.538432977	-0.686171579	-0.743128763	-0.743131224	-0.93826014
Ss18	0.904889378	0.946738182	1.396173815	1.15272077	1.253024639	1.412980674
Ssrp1	2.335170393	2.443782896	2.249033777	2.161102947	2.161110103	2.047725747
St18	-1.681509259	-1.667093507	-2.073661444	-2.211805751	-1.763371299	-1.720705209
Stat1	-0.041077428	0.018970687	-0.045804452	-0.082195269	-0.266785837	-0.239078374
Stat2	-0.353038585	-0.44574341	-0.5432678	-0.391818886	-0.602735768	-0.156950094
Stat3	0.618142095	0.435302713	0.714363167	0.530516128	0.34285804	0.692168992
Stat4	-1.426333349	-1.776661616	-0.994717636	-1.25302049	0.764057297	-0.855886068
Stat5a	0.213238862	0.470295675	0.561637552	0.371452314	-0.247207579	0.331165526
Stat5b	0.512624228	0.597783192	0.017368944	0.297995763	-0.28975663	0.208323836
Stat6	1.263844218	1.28255213	0.99085618	0.728670821	0.86271664	1.125678102
Sub1	1.597738235	1.454030021	1.999592273	2.023072356	1.915193542	2.06052537
Sufu	0.006317885	0.026876747	-0.088533898	-0.168147614	-0.080611423	-0.163346643
Supt3h	1.08269904	1.023388655	1.222638912	1.027486455	0.621751084	1.099423226
Supt4h1	-0.189870377	-0.482676895	-0.398643731	-0.824509735	-0.660471391	-0.450446876
Supt5h	2.178146316	1.968639341	2.177395309	1.925015505	2.011200418	2.073668877
Supt6h	-0.007897385	0.036366257	0.302949754	0.031583498	0.218013043	0.120285159
Supt7l	-0.434934813	-0.518467371	-0.137797055	-0.211550487	-0.317856386	-0.189001959
Suv39h1	1.20017352	1.220783927	0.738983088	0.930950689	0.507060329	0.546928996
Suv39h2	0.222941719	0.344941813	0.117104752	0.018948099	0.726620154	-0.187395056
Suv420h1	-0.090150158	-0.128392764	-0.069527838	-0.044223901	0.011052661	0.102809287
Sycp3	-2.25962107	-2.089656133	-2.543792627	-1.988247638	0.738984754	-1.130129235
T	-1.814125419	-1.776661616	-1.202990001	-1.559175583	1.128641559	-1.050414761
Tada1	0.326279391	0.149140218	0.006315706	0.0063157	-0.104396498	0.064780711
Tada2a	1.236429074	1.204422853	1.591616486	1.523277147	1.523282191	1.707149624
Tada3	0.023694109	0.106110103	0.309566168	0.115515084	0.296347137	0.107572123
Taf1	0.200332442	0.17476402	0.25209248	0.316195719	0.385013789	0.222865649
Taf10	1.126062324	1.109406558	1.43894599	1.461346251	1.131616387	1.383829383
Taf5l	1.314225169	1.381397526	1.256469095	1.351874963	1.400340729	1.270413248
Taf6l	0.616234433	0.478246718	0.558870227	0.283177646	-0.006315721	-0.220438847
Taf7	-0.106020423	-0.173159375	-0.271695387	-0.201874051	0.59142992	-0.297997146
Taf9	2.048424686	2.025484126	2.060517984	1.877604277	2.230042865	1.817555031
Taf9b	-0.924014111	-0.956636449	-1.236002763	-1.174351048	-1.177489723	-1.801534315
Tal1	-1.533865219	-0.868324437	-1.577899639	-1.801525955	-1.291792097	-1.886763034
Tal2	-1.457311691	-1.330367142	-0.973026444	-1.113910049	-0.867293384	-1.024829438
Tbl1x	1.18104058	1.18203959	1.367677321	1.417236933	1.21604023	1.518312203
Tbl1xr1	0.115555048	0.203728046	0.177762923	0.171350898	0.174556504	0.234208201
Tbpl1	1.267337845	1.154094966	0.766166395	1.035515453	0.70625337	0.688169629
Tbr1	-2.25962107	-2.089656133	-2.268870574	-1.809478692	-1.988254221	-1.225963927
Tbx1	-1.038565727	-1.020738035	-1.277471237	-1.009002912	-0.976823369	-1.020850211
Tbx15	0.548948651	0.272018997	-0.364698075	-0.224483198	-0.565335246	0.017369006
Tbx18	0.231043318	0.549412992	-0.022106612	0.093290009	-0.312880111	0.471500115
Tbx19	-0.541627637	-0.633056605	-1.180633367	-1.222637621	-0.948077029	-1.347982904
Tbx2	-0.909639624	-1.020738035	1.060010856	0.009473628	-1.332587317	-0.329498799
Tbx20	-1.364165728	-0.534787265	-1.955664464	-2.035241049	-0.357960716	-0.286466451
Tbx21	-1.972377603	-2.089656133	-1.468212164	-1.5806178	-1.25130652	-1.950436225
Tbx22	-2.094790994	-1.483915964	-2.440875629	-2.584966604	-3.239232276	-2.631024436
Tbx3	-1.043972274	-1.066809395	-0.239077517	-1.336401934	-0.197043564	-1.58609988
Tbx4	-0.97589119	-1.092132253	1.110994311	-0.728670821	-0.94561402	-0.563486826
Tbx5	-0.728922917	-0.717251584	-0.755645807	-0.892792464	-1.003787695	-1.693898247
Tbx6	-0.884922402	-1.225755779	-1.680929489	-0.545095937	-1.239380922	-0.203486409
Tcerg1	1.544082593	1.530108693	1.310064504	1.31006312	1.60848259	1.355800055
Tcf12	0.572947474	0.540258489	0.686171579	0.614116526	0.301298394	0.517852428
Tcf15	1.068685585	0.859177944	0.600844828	0.317855333	1.27393496	-0.578334521
Tcf20	0.802863171	0.752355803	0.688167162	0.69216578	0.674255916	0.666364543
Tcf21	-1.216456912	-1.397836763	-1.161926106	-1.093685048	-1.513375133	-1.597193073
Tcf23	-0.853908982	-1.020738035	-0.741054738	-1.060009737	-1.383827543	-1.813506424
Tcf3	1.168519728	1.197966962	0.957984507	0.804760615	0.77252103	0.757745978
Tcf4	0.419374106	0.348297053	0.712330965	-0.104396152	0.368074138	0.253723197
Tcf7	-0.153806703	-0.1988896	-0.253722288	-0.373143588	0.541442109	-0.441733336
Tcf7l1	0.991197937	0.843340327	1.043612321	0.914094057	1.383827543	0.514248697
Tcf7l2	0.061637635	-0.036366257	0.190608663	0.356277519	-0.293050305	0.101222194
Tcfl5	1.256902465	1.261431925	1.259931252	0.556106553	1.842487687	-0.695175734
Tdp2	1.896719684	1.990617892	1.868609573	2.035241049	2.06052263	1.988256864
Tead1	0.308017017	0.039530105	0.462701599	0.516047337	0.698187795	0.730730335
Tead2	1.400820563	1.447312949	1.209488214	1.43894447	1.66824483	1.340246617
Tead3	0.321288291	0.192445477	-0.29469766	-0.342856905	-0.418369245	-0.486538708
Tead4	0.83367843	0.932060506	0.250463337	0.554266836	-0.386713718	0.911711202
Tef	0.011056449	0.087052504	0.171351079	0.57646902	0.066362915	0.466217702
Terf1	0.260338018	0.440517122	0.209936628	0.374835921	0.751462451	0.3195173
Terf2	0.558141171	0.536609239	0.660469902	0.548758799	0.436520598	0.528704009
Tfam	0.98863087	0.959125538	0.796083474	0.766165586	1.096550748	0.525080012
Tfap2a	0.805039036	0.343265636	0.849090702	1.105187271	-0.053708874	1.470520877
Tfap2b	-1.668816462	-1.898324068	-1.193336114	-1.564469466	-1.637638623	-1.277475816
Tfap2c	0.248920678	0.309934885	1.116837571	0.069527764	0.76828234	0.346207833
Tfap2d	-1.198562467	-1.483915964	-0.950543613	-1.171227677	-1.127157854	-0.41578801
Tfap2e	-1.415591915	-2.089656133	-0.760895659	-0.704230388	-0.72150069	-0.785321691
Tfap4	0.842627571	0.859177944	-0.139391085	0.075860007	-0.179367411	-0.427860235
Tfcp2	0.589754932	0.546661888	0.871886253	1.158846019	0.545097742	1.288189728
Tfcp2l1	-1.065907772	-1.069589557	-0.226102603	-0.268420955	-0.109160123	-0.307911919
Tfdp1	2.412448706	2.400578645	2.543792627	2.411614367	2.33437051	2.194287415
Tfdp2	0.232665426	0.290101098	0.835621276	0.648752315	0.785320647	0.916490574
Tfe3	1.906198304	1.853258232	1.661995509	1.614200189	1.713886089	1.700486912
Tfeb	0.519834167	0.378674684	0.275792145	-0.058452838	-0.162546501	-0.028424389
Tfec	-2.372056076	-1.776661616	-1.801527857	-1.842481587	-0.683184815	-1.999599441
Tgfb1i1	0.364823863	0.079914331	-0.193824896	-0.155351241	1.236005551	0.476795611
Tgif1	1.461851828	1.355445732	1.713882224	1.793684659	1.988254221	1.713888368
Tgif2	0.610524719	0.667155842	0.545096513	0.70019763	0.741056409	0.252093384
Thap1	0.900159287	0.893856791	0.572749927	0.694169574	0.716399915	0.593309778
Thap11	1.448319691	1.355445732	1.42152695	1.484500069	1.559180745	1.447825512
Thap2	0.158602741	0.02292354	0.033163268	0.349559405	0.088534098	0.286466451
Thap3	0.856178203	0.815566886	0.239077517	0.787463716	0.299647167	0.690167942
Thap4	0.341301714	0.257290002	0.155351405	0.150559211	0.400353611	0.291403463
Thap7	0.4646183	0.361757325	0.483875257	0.39864331	0.235830661	0.293050695
Thra	0.606729186	0.694997116	0.87881294	0.639055347	-0.048965914	0.728674202
Thrap3	1.277911851	1.244247786	1.508472972	1.313770648	1.412978796	1.332589088
Thrb	-0.687406043	-0.868324437	-1.149675387	-0.716397543	-0.976823369	-1.0103165
Tle2	-0.719704678	-1.225755779	0.420952852	-0.517850025	-0.667347931	-0.778906052
Tlx1	-0.451474134	-0.660275575	0.342857267	-0.060034504	-0.546012779	0.175358274
Tlx2	1.229717613	0.780899319	0.932165762	0.809122213	-0.28153598	0.844587041
Tlx3	0.265241394	0.27858382	-0.317025753	-0.550592969	-1.016885601	-0.326168062
Tmf1	-0.286564229	-0.306621073	-0.028424287	-0.109159762	-0.086949138	0.014210771
Tonsl	0.919201702	0.859177944	0.823405094	0.466215538	0.712332572	0.105984248
Tox	-1.565010721	-1.963289052	-1.299047701	-1.713880415	-1.079509627	-1.680935514
Tox2	-0.798522702	-0.72543149	-0.770398231	-0.664394828	-0.448700876	-0.874193659
Tox3	1.281468171	1.157155859	1.171228914	1.090831838	0.379920597	1.306379432
Tox4	0.735102649	0.723382027	0.874190525	0.608415375	0.730729364	0.772522057
Trib3	0.652873853	0.514859361	-0.25209248	-0.177762735	0.612215978	0.811312511
Trim24	0.030014221	0.109289895	0.184182024	0.342856905	0.357960716	0.714365728
Trim28	2.63192247	2.588048227	2.631015005	2.311424239	2.817206961	2.358599528
Trim32	1.030511868	1.099290437	1.125674067	1.051775408	0.8004168	0.774646575
Trim34a	-0.936139011	-0.823280001	-0.985730255	-0.485648837	-0.388414755	-0.284822324
Trip10	1.352342667	1.434069329	1.073895478	1.202988731	1.302705491	1.093690123
Trip11	-0.226180589	-0.295048667	-0.117104752	-0.08694885	-0.276612669	-0.093290442
Trip13	0.789886166	0.760749059	0.759844028	0.625578763	0.935818349	0.317856808
Trip4	0.014215621	-0.142750027	0.01421072	0.074276673	0.085364394	0.240703011
Trip6	1.935701253	1.898324068	1.452300222	1.591614805	1.484504984	1.6376408
Trp53	-0.206781384	-0.197277813	0.056871377	-0.12346578	0.009473659	-0.240703011
Trp53bp2	0.604834667	0.538432977	0.414066859	0.443471306	0.576470929	0.457442185
Trp63	-1.466422033	-1.377344967	-0.82894269	-0.74937233	-1.340244835	-0.978092684
Trp73	-0.431467978	-0.502283001	-0.510649749	-0.585803142	-0.604627489	-0.682190962
Trps1	1.260365816	1.207669506	1.484501636	1.222637621	0.205098082	1.01952736
Trrap	1.184199605	1.224095167	1.321241326	1.246169891	1.108089242	1.543555739
Tsc22d1	0.945938039	0.94920412	1.186960993	1.168115599	1.49878517	1.076700991
Tsc22d2	0.012636019	-0.068026145	-0.063198352	0.014210705	0.684180245	0.270058922
Tsc22d3	-0.185852047	-0.195666533	-0.436519613	0.053708696	-0.137797366	0.166547388
Tsc22d4	0.422823222	0.523891955	0.237453513	0.120284601	0.093290318	0.296347531
Tsg101	1.945917434	1.803673612	1.83404574	1.8686076	1.834049876	2.23004583
Tshz1	0.820377389	1.069589557	1.003785431	1.196540527	0.069527995	1.043616061
Tshz2	-0.965811393	-1.12701483	-0.031583531	-0.539615196	-1.727600004	-1.896072507
Tshz3	-0.421960477	-0.269560191	-0.168147791	-0.311222035	-0.33450128	-0.408916599
Ttf1	-0.061637635	-0.101342394	0.140985467	0.096461969	0.121875441	0.205098354
Tub	-0.895449076	-0.835499575	-0.806940363	-0.734848416	-0.460947549	-0.391820704
Tulp1	-0.451474134	-0.660275575	-0.180971549	-0.450444785	0.152156672	-0.457442185
Tulp2	-1.753005548	-1.776661616	-1.080915399	-1.108085573	-0.496327177	-1.498787162
Tulp3	0.247292286	0.211802683	0.05054666	0.209936407	0.176159689	0.436521178
Tulp4	0.219705165	0.255656909	0.548759378	0.567184456	0.487426059	0.904580622
Twist1	0.5526201	0.859177944	-0.360484816	-0.020527318	0.34536968	-0.180972198
Twist2	-0.328777958	-0.868324437	-0.765110562	-1.28818375	-0.200263821	-1.044971969
Ube2l3	2.087890043	1.907810706	2.073661444	1.945244443	1.859764653	1.842490137
Ube3a	0.461105495	0.328222277	0.219629413	0.47326162	0.396936803	0.475028979
Ubp1	1.226382379	1.08644533	0.817892431	0.62366276	0.793925052	0.768283361
Ubtf	1.2431962	1.271921847	1.619977752	1.149674173	1.28102922	1.085156721
Ubtfl1	-2.178146316	-2.863538267	-2.631015005	-2.744211271	-2.909036468	-2.239443642
Uncx	-1.675129422	-1.225755779	-1.277471237	-1.15272077	-1.256471929	-0.960479965
Usf1	0.198721507	0.250761657	0.066362765	0.152156168	0.414067793	0.080611531
Usp16	0.142629381	0.147542115	0.205097619	0.07744353	0.288110963	0.060034782
Usp21	1.063138088	1.051662114	1.040906209	1.024824682	1.027489857	1.065544076
Usp22	1.609033745	1.587983352	1.40452555	1.387916113	1.291792097	1.273936653
Utf1	-0.361451583	-0.551249349	-0.426130354	-0.580196648	0.391820183	-0.684181154
Vax1	-0.639276439	-0.575293194	-0.785318876	-0.635193239	-0.546012779	-0.671292353
Vax2	1.826365234	1.81163583	-0.200263369	1.896063709	-0.121875441	1.183795546
Vdr	-0.874492043	-0.835499575	-0.826724634	-0.284821002	-0.441732749	-0.28317896
Vezf1	0.134656461	0.053772724	0.341184036	0.237453262	0.227722873	0.359644217
Vgll2	-1.025179238	-0.482676895	-0.835621276	-1.001185243	-1.25130652	-0.627499959
Vps72	1.538954	1.491002042	1.461347794	1.475144295	1.425844776	1.295414623
Vsx1	-0.820377389	-0.929633513	-0.881131145	-0.761947321	-0.813501827	-0.508855478
Vsx2	-0.492930934	-0.753402084	-1.263408455	-0.933380231	-1.02882346	-0.921290802
Wbp7	1.295856781	1.080792967	1.193336114	0.93581525	1.032835201	1.108090715
Wdhd1	1.043972274	1.214200885	1.281026331	0.916486321	1.580623034	0.87881609
Wdr77	1.778937619	1.689385468	1.270408695	1.392032461	1.553929837	0.828945661
Whsc1	0.503648749	0.486227794	0.459192827	0.187394186	0.044224047	0.230964484
Wiz	-0.083808571	0.041112174	-0.115515206	-0.18418183	-0.045804555	-0.083779975
Wnt4	-0.319626359	-0.4492343	0.072693601	-0.410630739	0.528703306	-0.222865649
Wt1	-1.159246942	-1.225755779	-0.785318876	-1.778322378	-0.450446277	-2.041448727
Wwc1	-0.015795259	0.088639349	0.405486629	0.242327153	0.29799675	0.492762742
Wwtr1	1.246601025	1.389570693	0.840094277	1.256467768	0.846837135	1.528293865
Xbp1	1.132004141	1.012828419	1.152721988	1.498780207	1.263411304	1.591622191
Yaf2	1.30315187	1.311624889	1.430182664	1.538421756	1.59719095	1.625813549
Yap1	1.41772725	1.476902862	1.608478963	1.687373895	1.655817337	1.785959546
Ybx1	0.743385861	0.569715836	0.862714694	0.781037429	0.928529661	0.846838261
Ybx2	-0.56460382	-0.660275575	-1.169671468	-0.916486321	-0.350399468	-1.206237116
Yeats4	1.435045459	1.33417152	1.680929489	1.434549152	1.687379482	1.359739636
Ywhab	2.146104862	2.117899189	1.966297333	1.825733591	1.851057663	1.868616271
Yy1	0.980968123	0.827709325	0.82894269	1.038206542	0.916489355	1.016886953
Zbed4	0.777039698	0.708105576	0.426130354	0.503474563	0.930953772	0.395230649
